詳細,発句（俳句）,読み,季題１,出典
760,金時も十面作る雑煮哉,きんときも　じゅうめんつくる　ぞうにかな,1新年,七番日記
761,目出度といふも二人の雑煮哉,めでたいと　いうもふたりの　ぞうにかな,1新年,七番日記
762,しん～とすまし雑煮や二人住,しんしんと　すましぞうにや　ふたりずみ,1新年,八番日記
763,捨人もけさは四角にざうに哉,すてびとも　けさはしかくに　ぞうにかな,1新年,八番日記
764,捨人も今朝は四角なざうに哉,すてびとも　けさはしかくな　ぞうにかな,1新年,梅塵八番
765,最う一度せめて目を明け雑煮膳,もういちど　せめてめをあけ　ぞうにぜん,1新年,真蹟
766,もと～の一人前ぞ雑煮膳,もともとの　いちにんまえぞ　ぞうにぜん,1新年,文政句帖
767,わか餅やざぶとつき込梅の花,わかもちや　ざぶとつきこむ　うめのはな,1新年,発句題叢
768,お袋が福手をちぎる指南哉,おふくろが　ふくでをちぎる　しなんかな,1新年,八番日記
769,お袋がお福手ちぎる指南哉,おふくろが　おふくでちぎる　しなんかな,1新年,おらが春他
770,かゞみ餅祝ひしかひもなく烏,かがみもち　いわいしかいも　なくからす,1新年,八番日記
771,かざり餅仏の膝をちよとかりる,かざりもち　ほとけのひざを　ちよとかりる,1新年,八番日記
772,かざり餅仏の膝をちとかりる,かざりもち　ほとけのひざを　ちとかりる,1新年,梅塵八番
773,歯固にかんといはする小粒哉,はがために　かんといわする　こつぶかな,1新年,八番日記
774,歯固の歯一枚もなかりけり,はがための　はいちまいも　なかりけり,1新年,八番日記
775,台所の爺に歯固勝れけり,だいどこの　じじにはがため　かたれけり,1新年,八番日記
776,台所の爺に歯固勝れたり,だいどころ　じじにはがため　かたれたり,1新年,浅黄空
777,人並に歯茎などでもかためしか,ひとなみに　はぐきなどでも　かためしか,1新年,八番日記
778,人真似に歯茎がための豆麩哉,ひとまねに　はぐきがための　とうふかな,1新年,文政句帖
779,かたむべき歯は一本もなかりけり,かたむべき　ははいっぽんも　なかりけり,1新年,希杖本
780,歯固は猫に勝れて笑ひけり,はがためは　ねこにまされて　わらいけり,1新年,希杖本
781,とぢ蓋もけふは福鍋～ぞ,とじぶたも　きょうはふくなべ　ふくなべぞ,1新年,文政句帖
782,福俵よい事にして猫ざれる,ふくだわら　よいことにして　ねこざれる,1新年,浅黄空
783,よい事に猫がざれけり福俵,よいことに　ねこがざれけり　ふくだわら,1新年,自筆本
784,とそ酌もわらじながらの夜明哉,とそくむも　わらじながらの　よあけかな,1新年,さらば笠
785,朝不二やとそのてうしの口の先,あさふじや　とそのちょうしの　くちのさき,1新年,七番日記
786,御関やとその銚子の不二へむく,おんせきや　とそのちょうしの　ふじへむく,1新年,七番日記
787,月代にとそぬり付て出たりけり,さかやきに　とそぬりつけて　でたりけり,1新年,七番日記
788,ぬれ色やほの～゛明のとそ袋,ぬれいろや　ほのぼのあけの　とそぶくろ,1新年,七番日記
789,皺面にとそぬり付るわらひ哉,しわづらに　とそぬりつける　わらいかな,1新年,八番日記
790,とそ銚子あゝ真似するも嘉例哉,とそちょうし　ああまねするも　かれいかな,1新年,八番日記
791,とそ銚子つぐ真似するも嘉例哉,とそちょうし　つぐまねするも　かれいかな,1新年,梅塵八番
792,俵から俵の上やとそてう子,たわらから　たわらのうえや　とそちょうし,1新年,文政句帖
793,俵から俵へとるやとそてう子,たわらから　たわらへとるや　とそちょうし,1新年,文政句帖
794,とそ袋釣しておくや鉢の松,とそぶくろ　つるしておくや　はちのまつ,1新年,文政句帖
795,鬼ばゝと呼れてとその祝ひ哉,おにばばと　よばれてとその　いわいかな,1新年,文政句帖
796,霞む日も寝正月かよ山の家,かすむひも　ねしょうがつかよ　やまのいえ,1新年,文化句帖
797,正月を寝てしまひけり山の家,しょうがつを　ねてしまいけり　やまのいえ,1新年,文化句帖
798,正月を寝て見る梅でありしよな,しょうがつを　ねてみるうめで　ありしよな,1新年,文化句帖
799,正月やごろりと寝たるとつとき着,しょうがつや　ごろりとねたる　とつときぎ,1新年,文政句帖
800,七草の音に負じと烏かな,ななくさの　おとにまけじと　からすかな,1新年,西国紀行
801,七草を敲き直すや昼時分,ななくさを　たたきなおすや　ひるじぶん,1新年,文化句帖
802,七種やとんともいはぬ藪の家,ななくさや　とんともいわぬ　やぶのいえ,1新年,七番日記
803,七草を打てそれから寝役哉,ななくさを　うってそれから　ねやくかな,1新年,七番日記
804,青ひ物ない七草もいはひ哉,あおいもの　ないななくさも　いわいかな,1新年,八番日記
805,七草やだまつて打も古実顔,ななくさや　だまってうつも　こじつがお,1新年,八番日記
806,七草を内～に打寝坊哉,ななくさを　うちうちにうつ　ねぼうかな,1新年,文政句帖
807,七草や夜着から顔を出しながら,ななくさや　よぎからかおを　だしながら,1新年,文政句帖
808,七草は隣のおとで置にけり,ななくさは　となりのおとで　おきにけり,1新年,文政句帖
809,しろしめせや民の心苦も若菜摘,しろしめせや　たみのしんくも　わかなつみ,1新年,寛政句帖
810,きのふ迄毎日見しを若菜かな,きのうまで　まいにちみしを　わかなかな,1新年,我泉歳旦
811,茜うら帯にはさんでわか菜(摘),あかねうら　おびにはさんで　わかなつみ,1新年,享和句帖
812,釜粥を洗ふて待や野はわか菜,かまがゆを　あろうてまつや　のはわかな,1新年,享和句帖
813,切株は御顔の際やわかな摘,きりかぶは　おかおのきわや　わかなつみ,1新年,享和句帖
814,竹かごにすこしあるこそわかな哉,たけかごに　すこしあるこそ　わかなかな,1新年,享和句帖
815,細腕の日の大きさよ朝わか菜,ほそうでの　ひのおおきさよ　あさわかな,1新年,享和句帖
816,三足程旅めきにけり野はわか菜,みあしほど　たびめきにけり　のはわかな,1新年,享和句帖
817,わかなつみわかなつみ～誰やおもふ,わかなつみ　わかなつみつみ　たれやおもう,1新年,享和句帖
818,わか菜摘袂の下や角田川,わかなつむ　たもとのしたや　すみだがわ,1新年,享和句帖
819,雨だれの名ごりおしさよ花わかな,あまだれの　なごりおしさよ　はなわかな,1新年,文化句帖
820,あらためて鶴もおりるか初わかな,あらためて　つるもおりるか　はつわかな,1新年,文化句帖
821,こて～と鍋かけしわか菜哉,こてこてと　なべかけし　わかなかな,1新年,文化句帖
822,三足程旅めきぬ朝わか菜,みあしほど　たびめきぬ　あさわかな,1新年,文化句帖
823,一桶は如来のためよ朝わかな,ひとおけは　にょらいのためよ　あさわかな,1新年,文化句帖
824,みぞるゝもにくゝやはあらじわかな売,みぞるるも　にくくやはあらじ　わかなうり,1新年,文化句帖
825,夕空ののゝ様おがめわかなつみ,ゆうぞらの　ののさまおがめ　わかなつみ,1新年,文化句帖
826,わかな摘鷺も淋しく思ふやと,わかなつみ　さぎもさびしく　おもうやと,1新年,文化句帖
827,わかなのや一葉摘んでは人をよぶ,わかなのや　ひとはつんでは　ひとをよぶ,1新年,文化句帖
828,けふはとて垣の小すみもわかな哉,きょうはとて　かきのこすみも　わかなかな,1新年,文化句帖
829,こよろぎや磯さまたげに摘わかな,こよろぎや　いそさまたげに　つむわかな,1新年,文化句帖
830,ちる雪をありがたがるやわかなつみ,ちるゆきを　ありがたがるや　わかなつみ,1新年,文化句帖
831,朝陰や親ある人のわかなつみ,あさかげや　おやあるひとの　わかなつみ,1新年,七番日記
832,鶯に一葉とらするわかな哉,うぐいすに　ひとはとらする　わかなかな,1新年,七番日記
833,一人前こぼして走るわかな哉,ひとりまえ　こぼしてはしる　わかなかな,1新年,七番日記
834,江戸芥の山をゑりはりわかな哉,えどごみの　やまをえりはり　わかなかな,1新年,七番日記
835,負た子が先へ指(さ)すわかな哉,おうたこが　さきへゆびさす　わかなかな,1新年,七番日記
836,出序にひんむしつたるわかな哉,でついでに　ひんむしつたる　わかなかな,1新年,七番日記
837,お序にひんむしつたるわかな哉,おついでに　ひんむしつたる　わかなかな,1新年,句稿消息
838,お序に引んむしつてもわかな哉,おついでに　ひんむしっても　わかなかな,1新年,浅黄空
839,出序に引んむしつてもわかな哉,でついでに　ひんむしっても　わかなかな,1新年,自筆本
840,出序に引んむしらるゝわかな哉,でついでに　ひんむしらるる　わかなかな,1新年,書簡
841,出序にひんむしりたるわかな哉,でついでに　ひんむしりたる　わかなかな,1新年,鶴巣日記
842,出序に三葉程つむわかな哉,でついでに　みばほどつむ　わかなかな,1新年,蛙水歳旦帖
843,出序にひんむしつたる初若菜,でついでに　ひんむしったる　はつわかな,1新年,栗本雑記五
